Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
2608,3906,4,2017-01-22,2017-02-28
2644,2666,3,2017-01-10,2017-01-25
2655,3553,3,2017-02-10,2017-02-28
2663,2676,3,2017-01-10,2017-02-23
2667,2681,5,2017-01-10,2017-02-03
2667,3906,3,2017-01-22,2017-02-03
2699,3913,5,2017-01-22,2017-02-11
2758,2857,4,2017-02-02,2017-02-10
2759,2941,5,2017-02-04,2017-03-01
2767,4611,3,2017-02-07,2017-02-28
2972,4340,3,2017-02-20,2017-02-25
2985,3578,3,2017-02-13,2017-02-21
3039,4534,3,2017-02-02,2017-02-27
3046,4010,3,2017-02-20,2017-02-25
3122,3421,3,2017-01-23,2017-01-31
3162,3180,6,2017-01-11,2017-02-03
3175,3178,3,2017-01-11,2017-01-17
3186,3199,3,2017-01-11,2017-01-17
3303,3339,3,2017-01-13,2017-02-13
3309,3353,3,2017-01-13,2017-02-06
3312,3332,3,2017-01-13,2017-02-06
3408,5145,3,2017-02-17,2017-02-27
3414,3439,4,2017-01-13,2017-01-29
3421,3476,4,2017-01-13,2017-01-29
3421,3490,5,2017-01-13,2017-01-31
3489,3497,3,2017-01-13,2017-02-19
3516,3550,3,2017-01-15,2017-02-13
3520,3568,3,2017-01-15,2017-02-13
3524,3556,5,2017-01-15,2017-02-17
3532,4496,3,2017-02-10,2017-02-17
3540,3654,3,2017-02-13,2017-02-21
3541,3570,3,2017-01-15,2017-02-13
3548,4452,3,2017-02-10,2017-02-17
3589,3671,3,2017-02-13,2017-02-21
3593,3913,3,2017-02-10,2017-02-26
3635,3639,6,2017-01-15,2017-02-23
3654,3698,5,2017-01-15,2017-02-21
3678,3681,5,2017-01-15,2017-02-21
3706,3794,4,2017-01-19,2017-02-19
3723,3787,4,2017-01-19,2017-02-19
3725,3787,3,2017-01-19,2017-02-16
3748,3754,3,2017-01-19,2017-02-16
3801,3821,3,2017-01-19,2017-02-15
3806,3824,4,2017-01-19,2017-02-18
3814,3821,3,2017-01-19,2017-02-15
3815,4556,4,2017-02-02,2017-02-24
3930,3974,4,2017-01-19,2017-02-03
3939,3988,4,2017-01-19,2017-02-23
4004,4027,3,2017-01-20,2017-01-29
4007,4373,3,2017-01-31,2017-02-10
4029,4309,3,2017-01-31,2017-02-10
4045,4081,3,2017-01-20,2017-01-29
4083,4371,3,2017-01-31,2017-02-10
4215,4270,3,2017-01-22,2017-02-24
4239,4260,3,2017-01-22,2017-02-24
4253,4261,3,2017-01-22,2017-02-24
4302,4374,3,2017-01-24,2017-01-29
4311,4338,3,2017-01-24,2017-01-29
4334,4342,3,2017-01-24,2017-01-29
4369,4378,3,2017-01-24,2017-01-29
4425,4473,4,2017-01-29,2017-02-17
4448,4496,3,2017-01-29,2017-02-11
4506,4572,3,2017-01-29,2017-02-14
4530,4536,3,2017-01-29,2017-02-15
4572,4579,3,2017-01-29,2017-02-14
4605,4692,3,2017-02-02,2017-02-19
4628,4674,5,2017-02-02,2017-02-28
4630,4695,4,2017-02-02,2017-02-27
4633,4661,4,2017-02-02,2017-02-13
4667,4695,3,2017-02-02,2017-02-07
4933,4942,3,2017-02-09,2017-02-28
4944,4975,3,2017-02-09,2017-02-28
4962,4969,3,2017-02-09,2017-02-28
5001,5060,3,2017-02-12,2017-02-24
5048,5095,3,2017-02-12,2017-02-24
5160,5180,3,2017-02-12,2017-02-19
5369,5390,3,2017-02-13,2017-02-18
5419,5439,3,2017-02-17,2017-03-01
5419,5477,3,2017-02-17,2017-03-01
5420,5483,3,2017-02-17,2017-03-01
5429,5435,3,2017-02-17,2017-03-01
5431,5478,3,2017-02-17,2017-03-01
5435,5440,3,2017-02-17,2017-03-01
5440,5481,3,2017-02-17,2017-03-01
5448,5458,3,2017-02-17,2017-03-01
5464,5471,3,2017-02-17,2017-03-01
28,2038,3,2017-01-10,2017-02-13
56,118,3,2017-01-10,2017-02-27
66,93,3,2017-01-01,2017-02-06
172,2378,3,2017-01-10,2017-02-13
204,256,3,2017-01-01,2017-01-17
211,280,3,2017-01-01,2017-01-17
226,280,3,2017-01-01,2017-01-17
240,245,4,2017-01-01,2017-02-10
243,670,3,2017-01-13,2017-01-21
246,3198,4,2017-01-20,2017-01-31
275,610,6,2017-01-13,2017-02-03
283,3116,4,2017-01-13,2017-01-24
288,4073,3,2017-02-06,2017-02-27
290,295,4,2017-01-01,2017-01-29
296,3107,3,2017-01-13,2017-02-01
305,737,3,2017-01-04,2017-01-12
308,766,3,2017-01-04,2017-01-12
309,376,6,2017-01-01,2017-02-17
313,730,3,2017-01-04,2017-01-12
314,3916,4,2017-01-22,2017-02-28
315,705,3,2017-01-04,2017-01-12
315,786,3,2017-01-04,2017-01-12
330,705,3,2017-01-04,2017-01-12
333,1024,3,2017-01-05,2017-01-22
334,712,3,2017-01-04,2017-01-12
334,1095,5,2017-01-03,2017-01-17
341,704,3,2017-01-04,2017-01-12
349,396,3,2017-01-01,2017-01-22
354,726,3,2017-01-04,2017-01-12
357,361,3,2017-01-01,2017-01-08
360,378,5,2017-01-01,2017-01-12
360,734,3,2017-01-04,2017-01-12
362,763,4,2017-01-04,2017-01-17
364,716,7,2017-01-04,2017-01-31
364,774,3,2017-01-04,2017-01-12
364,3446,3,2017-01-17,2017-01-29
381,827,3,2017-02-17,2017-02-23
382,1073,6,2017-01-03,2017-02-23
386,3192,3,2017-01-21,2017-01-31
395,704,5,2017-01-04,2017-02-19
405,2870,3,2017-01-24,2017-02-15
415,2545,3,2017-01-24,2017-02-03
430,461,4,2017-01-01,2017-01-24
446,4690,4,2017-02-04,2017-02-28
493,2862,3,2017-01-24,2017-02-15
522,2650,3,2017-02-15,2017-03-01
554,570,5,2017-01-02,2017-02-25
595,1424,3,2017-01-20,2017-02-10
601,2608,3,2017-01-26,2017-02-28
604,622,3,2017-01-02,2017-01-17
609,3159,4,2017-01-20,2017-01-31
610,688,4,2017-01-02,2017-01-24
610,3162,5,2017-01-13,2017-02-03
648,4317,3,2017-02-06,2017-02-23
650,3162,5,2017-01-13,2017-02-03
662,2130,5,2017-01-15,2017-02-23
679,2175,4,2017-01-20,2017-01-31
679,3174,3,2017-01-20,2017-01-29
684,2570,4,2017-01-21,2017-02-03
684,3192,4,2017-01-13,2017-01-24
690,3421,3,2017-01-23,2017-01-31
711,723,3,2017-01-02,2017-01-08
714,715,3,2017-01-02,2017-01-08
715,717,4,2017-01-02,2017-02-26
719,1025,4,2017-01-04,2017-02-17
724,772,9,2017-01-02,2017-01-31
724,1045,3,2017-01-04,2017-01-12
733,1043,3,2017-01-04,2017-01-12
771,793,5,2017-01-02,2017-01-12
788,790,3,2017-01-02,2017-01-08
795,1051,3,2017-01-04,2017-01-12
795,1072,3,2017-01-04,2017-01-12
802,3751,3,2017-01-27,2017-02-19
805,827,3,2017-01-02,2017-01-27
806,3751,3,2017-01-27,2017-02-19
813,851,4,2017-01-02,2017-02-16
819,822,4,2017-01-02,2017-02-16
901,2939,4,2017-01-25,2017-02-10
905,4092,3,2017-02-20,2017-02-25
910,4331,3,2017-02-20,2017-02-25
913,1439,3,2017-02-04,2017-02-10
920,2335,4,2017-02-13,2017-02-23
923,2901,3,2017-02-13,2017-02-21
933,1248,4,2017-02-04,2017-02-26
940,4046,3,2017-02-20,2017-02-25
941,3654,4,2017-02-13,2017-02-23
945,986,3,2017-01-02,2017-02-25
946,988,4,2017-01-02,2017-02-21
955,972,3,2017-01-02,2017-02-15
977,2935,3,2017-02-13,2017-02-21
1001,1007,5,2017-01-02,2017-01-12
1002,1031,5,2017-01-02,2017-01-12
1024,3988,3,2017-01-22,2017-02-23
1045,1072,5,2017-01-02,2017-01-12
1052,1082,3,2017-01-02,2017-02-25
1055,1088,3,2017-01-02,2017-01-08
1056,3461,3,2017-01-17,2017-01-29
1201,1284,3,2017-01-03,2017-02-01
1216,1239,3,2017-01-03,2017-01-10
1228,2697,4,2017-01-13,2017-02-03
1278,1279,3,2017-01-03,2017-01-10
1287,1581,4,2017-01-13,2017-02-03
1298,4473,3,2017-02-10,2017-02-17
1310,2717,3,2017-02-04,2017-02-10
1315,1813,4,2017-02-04,2017-02-25
1321,2405,3,2017-02-13,2017-02-21
1321,2901,4,2017-02-13,2017-02-23
1321,3589,3,2017-02-13,2017-02-21
1322,1354,3,2017-01-03,2017-02-04
1323,1444,4,2017-02-04,2017-02-26
1347,2427,3,2017-02-13,2017-02-21
1354,1377,4,2017-01-03,2017-02-20
1369,4362,3,2017-02-07,2017-02-26
1384,2263,3,2017-02-13,2017-02-21
1398,3679,4,2017-02-13,2017-02-26
1413,2277,3,2017-02-12,2017-02-24
1413,4441,3,2017-02-12,2017-02-24
1422,2758,4,2017-02-02,2017-02-10
1449,1486,3,2017-01-04,2017-01-20
1489,1897,3,2017-01-20,2017-02-13
1544,1599,3,2017-01-07,2017-01-22
1569,3974,3,2017-01-22,2017-02-03
1602,1655,3,2017-01-07,2017-01-22
1643,2544,3,2017-01-21,2017-02-26
1651,1685,3,2017-01-07,2017-02-17
1666,4339,4,2017-02-07,2017-03-01
1677,4522,4,2017-02-02,2017-02-24
1677,4556,4,2017-02-02,2017-02-24
1817,1866,3,2017-01-08,2017-02-15
1868,1884,4,2017-01-08,2017-02-27
1878,2767,3,2017-01-20,2017-02-27
1878,2773,3,2017-01-20,2017-02-27
1902,1948,3,2017-01-08,2017-01-14
1905,1955,3,2017-01-08,2017-01-14
1906,1917,3,2017-01-08,2017-01-14
1906,1997,3,2017-01-08,2017-01-14
1909,1916,3,2017-01-08,2017-01-14
1912,1933,3,2017-01-08,2017-01-14
1922,1995,3,2017-01-08,2017-01-14
1926,1938,3,2017-01-08,2017-01-14
1926,1976,3,2017-01-08,2017-01-14
1927,1970,3,2017-01-08,2017-01-14
1931,1979,3,2017-01-08,2017-01-14
1938,1986,3,2017-01-08,2017-01-14
1940,1942,3,2017-01-08,2017-01-14
1942,1968,3,2017-01-08,2017-01-14
1943,1967,3,2017-01-08,2017-01-14
1945,1955,3,2017-01-08,2017-01-14
1952,1998,3,2017-01-08,2017-01-14
1956,1968,3,2017-01-08,2017-01-14
1957,1984,4,2017-01-08,2017-02-06
1957,1991,3,2017-01-08,2017-01-14
1972,1994,3,2017-01-08,2017-01-14
1975,3311,3,2017-02-06,2017-02-23
1977,1990,3,2017-01-08,2017-01-14
1984,1989,3,2017-01-08,2017-01-14
1986,3349,3,2017-02-06,2017-02-26
2104,2105,3,2017-01-09,2017-01-20
2107,2110,4,2017-01-09,2017-01-17
2109,2111,4,2017-01-09,2017-01-17
2122,2145,4,2017-01-09,2017-01-17
2130,2144,4,2017-01-09,2017-01-17
2131,2168,4,2017-01-09,2017-01-17
2142,2187,4,2017-01-09,2017-01-17
2143,2177,3,2017-01-09,2017-01-25
2207,2222,3,2017-01-09,2017-01-28
2212,2225,3,2017-01-09,2017-01-28
2212,2290,3,2017-01-09,2017-01-28
2212,3554,5,2017-01-28,2017-02-26
2221,2498,4,2017-02-13,2017-02-23
2222,3578,5,2017-01-28,2017-02-23
2238,2286,3,2017-01-09,2017-01-22
2239,2247,3,2017-01-09,2017-01-28
2244,3565,3,2017-01-22,2017-02-11
2263,2271,3,2017-01-09,2017-01-28
2263,2660,3,2017-02-15,2017-02-23
2266,2271,3,2017-01-09,2017-01-28
2268,2300,4,2017-01-09,2017-02-13
2274,2289,3,2017-01-09,2017-01-22
2289,2294,3,2017-01-09,2017-01-22
2306,2326,4,2017-01-09,2017-02-13
2318,2332,3,2017-01-09,2017-02-06
2334,3510,3,2017-02-13,2017-02-21
2405,2963,4,2017-02-13,2017-02-26
2406,2500,4,2017-01-09,2017-02-13
2409,2489,3,2017-01-09,2017-02-06
2413,2497,3,2017-01-09,2017-01-29
2449,2495,3,2017-01-09,2017-02-23
2520,2534,3,2017-01-10,2017-01-31
2538,2563,3,2017-01-10,2017-01-24
2539,2571,3,2017-01-10,2017-01-24
2563,2570,5,2017-01-10,2017-02-03
2565,2584,3,2017-01-10,2017-01-24
2573,3169,3,2017-01-24,2017-02-03
2611,2669,3,2017-01-10,2017-02-23
2620,2668,3,2017-01-10,2017-02-23
2674,3955,3,2017-01-22,2017-02-03
2717,4042,4,2017-02-07,2017-03-01
2743,2912,4,2017-02-04,2017-02-25
2759,4012,4,2017-02-07,2017-03-01
2792,4614,3,2017-02-07,2017-02-28
2816,3152,4,2017-02-02,2017-02-10
2913,2942,3,2017-01-10,2017-02-15
2914,2954,3,2017-01-10,2017-02-15
2941,4016,4,2017-02-07,2017-03-01
2968,4387,3,2017-02-07,2017-02-26
3024,3076,4,2017-01-10,2017-01-24
3104,3171,3,2017-01-11,2017-01-17
3117,3178,3,2017-01-11,2017-01-17
3123,3192,5,2017-01-11,2017-01-24
3149,3180,3,2017-01-11,2017-01-17
3161,3301,3,2017-02-06,2017-02-23
3301,4357,3,2017-02-06,2017-02-23
3349,3385,3,2017-01-13,2017-02-06
3402,3438,4,2017-01-13,2017-01-29
3423,3468,3,2017-01-13,2017-02-19
3430,3453,3,2017-01-13,2017-02-26
3441,3455,3,2017-01-13,2017-02-19
3477,3490,5,2017-01-13,2017-01-31
3518,4474,3,2017-02-10,2017-02-26
3561,4473,3,2017-02-10,2017-02-17
3600,4491,3,2017-02-10,2017-02-17
3603,3624,5,2017-01-15,2017-02-21
3623,3674,3,2017-01-15,2017-02-27
3663,3686,3,2017-01-15,2017-02-13
3706,3778,3,2017-01-19,2017-02-16
3717,3791,4,2017-01-19,2017-02-19
3719,3754,3,2017-01-19,2017-02-16
3725,3761,3,2017-01-19,2017-02-16
3756,3767,3,2017-01-19,2017-02-16
3871,5333,3,2017-02-14,2017-02-24
3904,3906,5,2017-01-19,2017-02-28
3921,3994,4,2017-01-19,2017-02-23
4009,4362,3,2017-01-31,2017-02-10
4011,4316,5,2017-01-31,2017-03-01
4017,4042,6,2017-01-20,2017-03-01
4022,4331,4,2017-01-31,2017-02-25
4044,4088,4,2017-01-20,2017-02-10
4044,4346,3,2017-01-31,2017-02-10
4079,4361,3,2017-01-28,2017-02-20
4108,4161,3,2017-01-20,2017-02-10
4209,4282,3,2017-01-22,2017-02-24
4233,4277,3,2017-01-22,2017-02-24
4237,4297,3,2017-01-22,2017-02-24
4308,4312,3,2017-01-24,2017-01-29
4309,4346,4,2017-01-24,2017-02-10
4314,4328,3,2017-01-24,2017-01-29
4317,4378,4,2017-01-24,2017-02-06
4319,4357,3,2017-01-24,2017-02-06
4329,4379,4,2017-01-24,2017-02-20
4331,4333,3,2017-01-24,2017-02-20
4346,4387,5,2017-01-24,2017-02-26
4356,4365,3,2017-01-24,2017-01-29
4361,4389,3,2017-01-24,2017-02-20
4401,4488,4,2017-01-29,2017-02-26
4401,4499,3,2017-01-29,2017-02-11
4409,4474,3,2017-01-29,2017-02-11
4418,4467,4,2017-01-29,2017-02-17
4448,4449,3,2017-01-29,2017-02-11
4509,4512,3,2017-01-29,2017-02-28
4546,4561,3,2017-01-29,2017-02-14
4556,4595,4,2017-01-29,2017-02-18
4617,4670,3,2017-02-02,2017-02-07
4622,4647,3,2017-02-02,2017-02-19
4650,4696,3,2017-02-02,2017-02-07
5112,5166,3,2017-02-12,2017-02-19
5402,5420,3,2017-02-17,2017-03-01
5404,5446,3,2017-02-17,2017-03-01
5408,5412,3,2017-02-17,2017-03-01
5410,5495,3,2017-02-17,2017-03-01
5429,5446,3,2017-02-17,2017-03-01
5431,5483,3,2017-02-17,2017-03-01
52,2064,3,2017-01-22,2017-02-26
56,2021,3,2017-01-10,2017-02-27
126,1387,4,2017-02-13,2017-02-23
204,2758,4,2017-02-02,2017-02-10
205,242,3,2017-01-01,2017-01-17
205,1645,5,2017-01-21,2017-02-27
206,252,3,2017-01-01,2017-02-26
208,3112,3,2017-01-13,2017-02-01
211,273,3,2017-01-01,2017-01-17
215,299,7,2017-01-01,2017-02-03
223,299,3,2017-01-01,2017-01-17
230,3173,3,2017-01-13,2017-01-21
231,4595,3,2017-02-02,2017-02-18
248,2563,4,2017-01-21,2017-02-03
255,698,3,2017-01-13,2017-01-21
264,657,3,2017-01-13,2017-01-21
274,2539,4,2017-01-21,2017-02-03
288,3321,3,2017-02-06,2017-02-27
296,3178,3,2017-01-13,2017-02-01
305,731,3,2017-01-04,2017-01-12
308,328,5,2017-01-01,2017-01-12
323,1080,3,2017-01-03,2017-02-17
324,355,6,2017-01-01,2017-01-17
328,737,3,2017-01-04,2017-01-12
334,355,7,2017-01-01,2017-02-26
354,764,5,2017-01-04,2017-02-19
355,773,3,2017-01-04,2017-01-12
355,1056,5,2017-01-03,2017-01-17
360,771,4,2017-01-04,2017-01-17
362,364,6,2017-01-01,2017-01-17
362,705,3,2017-01-04,2017-01-12
368,690,3,2017-01-23,2017-01-31
368,747,3,2017-01-04,2017-01-12
368,3479,3,2017-01-17,2017-01-29
373,1003,3,2017-01-03,2017-02-15
375,384,4,2017-01-01,2017-02-26
378,1035,6,2017-01-03,2017-02-19
382,385,6,2017-01-01,2017-02-17
382,707,3,2017-01-04,2017-01-12
382,795,4,2017-01-04,2017-02-17
395,733,4,2017-01-04,2017-01-17
405,444,3,2017-01-01,2017-01-24
407,2717,6,2017-02-02,2017-03-01
407,4395,4,2017-02-07,2017-03-01
417,464,3,2017-01-01,2017-02-26
424,447,3,2017-01-01,2017-02-28
425,2536,3,2017-01-21,2017-01-30
427,1692,3,2017-01-24,2017-02-03
437,1337,3,2017-02-04,2017-02-10
443,2510,4,2017-01-21,2017-02-03
446,4668,3,2017-02-04,2017-02-27
451,2515,3,2017-01-21,2017-01-31
507,592,3,2017-01-02,2017-01-20
521,557,3,2017-01-02,2017-01-20
528,542,3,2017-01-02,2017-01-20
557,586,3,2017-01-02,2017-01-20
563,570,3,2017-01-02,2017-01-20
605,660,3,2017-01-02,2017-01-17
606,3180,7,2017-01-13,2017-02-27
611,2538,3,2017-01-21,2017-01-31
624,695,3,2017-01-02,2017-01-17
634,699,4,2017-01-02,2017-02-10
636,687,4,2017-01-02,2017-02-10
658,682,3,2017-01-02,2017-01-17
662,3367,3,2017-02-06,2017-02-23
665,695,3,2017-01-02,2017-01-17
702,720,3,2017-01-02,2017-01-08
705,740,5,2017-01-02,2017-01-12
711,744,3,2017-01-02,2017-01-08
712,766,5,2017-01-02,2017-01-12
716,772,9,2017-01-02,2017-01-31
716,799,5,2017-01-02,2017-01-12
718,732,3,2017-01-02,2017-01-08
720,745,3,2017-01-02,2017-01-08
724,727,5,2017-01-02,2017-01-12
724,749,5,2017-01-02,2017-01-12
724,1073,3,2017-01-04,2017-01-12
724,3461,4,2017-01-17,2017-01-31
731,799,5,2017-01-02,2017-01-12
740,755,8,2017-01-02,2017-01-29
743,1057,3,2017-01-04,2017-01-12
744,798,3,2017-01-02,2017-01-08
751,3440,4,2017-01-17,2017-01-31
759,1021,3,2017-01-04,2017-01-12
760,3114,3,2017-01-23,2017-01-31
760,3198,3,2017-01-23,2017-01-31
761,1002,3,2017-01-04,2017-01-12
763,1057,4,2017-01-04,2017-01-17
763,2186,3,2017-01-23,2017-01-31
763,3461,4,2017-01-17,2017-01-31
764,791,6,2017-01-02,2017-01-17
764,1031,5,2017-01-04,2017-02-19
768,1057,4,2017-01-04,2017-01-17
771,1384,3,2017-02-15,2017-02-26
771,3461,3,2017-01-17,2017-01-29
772,3198,3,2017-01-23,2017-01-31
775,789,3,2017-01-02,2017-01-08
777,800,3,2017-01-02,2017-01-08
792,1002,3,2017-01-04,2017-01-12
804,3756,3,2017-01-27,2017-02-19
804,5154,3,2017-02-16,2017-03-01
805,874,3,2017-01-02,2017-01-27
811,838,3,2017-01-02,2017-01-27
819,884,5,2017-01-02,2017-02-19
831,833,3,2017-01-02,2017-01-27
837,852,3,2017-01-02,2017-01-27
874,891,4,2017-01-02,2017-02-17
878,899,3,2017-01-02,2017-01-27
901,1248,3,2017-02-04,2017-02-10
905,2754,4,2017-02-04,2017-02-25
913,2857,3,2017-02-04,2017-02-10
920,2977,4,2017-02-13,2017-02-23
923,1028,3,2017-02-15,2017-02-26
923,3577,3,2017-02-13,2017-02-21
930,2511,5,2017-02-04,2017-03-01
933,4002,3,2017-02-07,2017-02-26
941,3589,3,2017-02-13,2017-02-21
946,1321,3,2017-02-13,2017-02-21
947,970,6,2017-01-02,2017-02-18
962,1351,5,2017-01-25,2017-02-25
965,991,3,2017-01-02,2017-01-25
977,2295,3,2017-02-13,2017-02-21
979,2905,5,2017-01-25,2017-02-25
1003,1080,3,2017-01-02,2017-01-08
1014,3933,3,2017-01-22,2017-02-03
1018,1064,3,2017-01-02,2017-01-08
1026,1038,5,2017-01-02,2017-01-12
1028,2963,3,2017-02-15,2017-02-26
1208,1288,3,2017-01-03,2017-02-02
1211,3032,3,2017-01-25,2017-02-10
1223,1297,4,2017-01-03,2017-02-27
1223,1506,4,2017-01-13,2017-02-03
1228,1276,3,2017-01-03,2017-01-13
1240,1286,3,2017-01-03,2017-01-10
1243,1256,3,2017-01-03,2017-01-24
1247,3916,4,2017-01-22,2017-02-28
1247,3974,3,2017-01-22,2017-02-03
1263,1273,4,2017-01-03,2017-01-22
1263,3075,3,2017-01-22,2017-02-18
1287,3914,3,2017-01-22,2017-02-03
1292,1607,3,2017-01-10,2017-02-12
1311,1396,3,2017-01-03,2017-02-15
1347,2963,4,2017-02-13,2017-02-26
1369,1696,3,2017-02-04,2017-02-10
1387,2263,4,2017-02-13,2017-02-23
1394,2939,4,2017-01-25,2017-02-10
1424,1468,3,2017-01-04,2017-01-20
1439,1696,4,2017-02-02,2017-02-10
1450,1472,3,2017-01-04,2017-02-18
1452,1498,3,2017-01-04,2017-02-07
1501,1570,3,2017-01-07,2017-01-25
1503,1553,3,2017-01-07,2017-01-22
1503,1561,5,2017-01-07,2017-02-03
1509,2627,4,2017-01-13,2017-02-23
1525,2673,3,2017-01-22,2017-02-23
1553,1584,3,2017-01-07,2017-02-23
1561,3908,3,2017-01-22,2017-02-03
1562,1585,3,2017-01-07,2017-01-25
1569,1589,3,2017-01-07,2017-01-22
1598,3940,3,2017-01-22,2017-02-03
1610,3109,3,2017-01-21,2017-02-17
1673,3532,3,2017-02-10,2017-02-17
1813,2754,5,2017-02-02,2017-02-25
1855,4632,3,2017-02-07,2017-02-28
1865,4696,3,2017-02-07,2017-02-28
1868,1878,4,2017-01-08,2017-02-27
1868,1893,3,2017-01-08,2017-02-07
1901,1941,3,2017-01-08,2017-01-14
1903,1906,3,2017-01-08,2017-01-14
1906,1931,3,2017-01-08,2017-01-14
1910,1928,3,2017-01-08,2017-01-14
1910,1931,3,2017-01-08,2017-01-14
1913,1936,3,2017-01-08,2017-01-14
1914,1940,3,2017-01-08,2017-01-14
1915,1966,3,2017-01-08,2017-01-14
1919,1954,3,2017-01-08,2017-01-14
1921,1934,3,2017-01-08,2017-01-14
1925,1945,3,2017-01-08,2017-01-14
1926,1982,3,2017-01-08,2017-01-14
1927,1967,3,2017-01-08,2017-01-14
1927,1991,3,2017-01-08,2017-01-14
1928,1965,3,2017-01-08,2017-01-14
1935,2000,3,2017-01-08,2017-01-14
1937,1967,4,2017-01-08,2017-02-13
1939,1945,3,2017-01-08,2017-01-14
1940,1964,3,2017-01-08,2017-01-14
1943,1952,3,2017-01-08,2017-01-14
1944,1949,3,2017-01-08,2017-01-14
1966,1984,3,2017-01-08,2017-01-14
1979,1985,3,2017-01-08,2017-01-14
1981,1983,3,2017-01-08,2017-01-14
1986,3396,3,2017-02-06,2017-02-26
1987,1997,4,2017-01-08,2017-02-13
2017,3039,5,2017-01-22,2017-02-27
2101,2166,3,2017-01-09,2017-01-25
2130,2162,4,2017-01-09,2017-01-17
2134,2142,4,2017-01-09,2017-01-17
2135,2181,4,2017-01-09,2017-01-17
2148,2160,4,2017-01-09,2017-01-17
2154,2188,4,2017-01-09,2017-01-17
2159,2167,3,2017-01-09,2017-01-20
2199,3155,3,2017-01-20,2017-01-29
2220,2256,3,2017-01-09,2017-01-22
2223,3510,4,2017-01-28,2017-02-21
2224,2242,3,2017-01-09,2017-01-22
2246,2265,3,2017-01-09,2017-01-22
2246,3556,4,2017-01-22,2017-02-17
2254,2293,4,2017-01-09,2017-02-13
2256,2258,3,2017-01-09,2017-01-22
2267,2291,3,2017-01-09,2017-01-28
2279,2407,3,2017-02-13,2017-02-21
2280,2289,3,2017-01-09,2017-01-22
2284,3635,3,2017-02-13,2017-02-21
2293,3547,4,2017-01-28,2017-02-21
2293,3681,3,2017-02-13,2017-02-21
2308,2315,3,2017-01-09,2017-01-29
2334,2498,4,2017-01-29,2017-02-21
2407,3671,4,2017-01-29,2017-02-21
2409,2481,3,2017-01-09,2017-02-06
2417,2500,3,2017-01-09,2017-01-29
2424,2487,3,2017-01-09,2017-02-23
2425,2498,3,2017-01-09,2017-01-29
2428,2488,3,2017-01-09,2017-02-22
2429,2469,4,2017-01-09,2017-02-13
2452,2460,4,2017-01-09,2017-02-13
2458,3578,4,2017-02-13,2017-02-23
2458,3679,4,2017-01-29,2017-02-21
2498,2935,3,2017-02-13,2017-02-21
2521,2563,6,2017-01-10,2017-02-28
2546,2575,3,2017-01-10,2017-01-24
2546,3192,3,2017-01-21,2017-01-31
2563,3901,3,2017-01-26,2017-02-28
2610,2656,3,2017-01-10,2017-01-25
2641,2667,3,2017-01-10,2017-01-22
2654,2698,3,2017-01-10,2017-01-25
2655,3548,4,2017-02-10,2017-02-28
2681,3930,3,2017-01-22,2017-02-03
2727,2790,3,2017-01-10,2017-02-15
2728,4628,3,2017-02-07,2017-02-28
2743,2972,4,2017-02-04,2017-02-25
2759,4083,4,2017-02-07,2017-03-01
2769,4022,3,2017-02-20,2017-02-25
2809,3076,3,2017-01-22,2017-01-30
2816,2879,3,2017-01-10,2017-02-02
2867,2968,3,2017-02-04,2017-02-10
2867,4080,4,2017-02-07,2017-03-01
2914,2997,3,2017-01-10,2017-02-15
2933,2938,3,2017-01-10,2017-02-15
2933,2997,3,2017-01-10,2017-02-15
2960,2988,3,2017-01-10,2017-02-25
3414,3490,5,2017-01-13,2017-01-31
3444,3493,4,2017-01-13,2017-01-29
3452,3468,3,2017-01-13,2017-02-19
3458,3470,3,2017-01-13,2017-02-26
3502,3571,5,2017-01-15,2017-02-21
3508,3515,3,2017-01-15,2017-02-13
3509,3679,4,2017-02-13,2017-02-26
3524,4478,3,2017-02-10,2017-02-28
3536,3567,4,2017-01-15,2017-02-15
3577,3639,3,2017-02-13,2017-02-21
3578,3654,4,2017-02-13,2017-02-23
3648,3671,5,2017-01-15,2017-02-21
3690,3695,3,2017-01-15,2017-02-27
3712,3723,4,2017-01-19,2017-02-19
3713,3738,3,2017-01-19,2017-02-17
3742,3767,3,2017-01-19,2017-02-16
3828,3885,3,2017-01-19,2017-02-14
3916,3978,5,2017-01-19,2017-02-28
4009,4353,5,2017-01-31,2017-03-01
4011,4044,6,2017-01-20,2017-03-01
4020,4344,4,2017-01-31,2017-02-25
4034,4077,3,2017-01-20,2017-02-20
4066,4305,3,2017-01-31,2017-02-10
4080,4309,5,2017-01-31,2017-03-01
4202,4215,3,2017-01-22,2017-02-24
4209,4248,3,2017-01-22,2017-02-24
4219,4287,3,2017-01-22,2017-02-24
4226,4251,3,2017-01-22,2017-02-24
4226,4287,3,2017-01-22,2017-02-24
4233,4287,3,2017-01-22,2017-02-24
4302,4317,3,2017-01-24,2017-01-29
4312,4319,3,2017-01-24,2017-01-29
4327,4393,3,2017-01-24,2017-01-29
4328,4355,3,2017-01-24,2017-01-29
4335,4369,3,2017-01-24,2017-01-29
4343,4383,3,2017-01-24,2017-01-29
4345,4396,4,2017-01-24,2017-02-20
4350,4390,3,2017-01-24,2017-01-29
4355,4356,3,2017-01-24,2017-01-29
4377,4394,3,2017-01-24,2017-02-20
4405,4451,3,2017-01-29,2017-02-11
